XCOORD,YCOORD
46.4468599,-93.9681736
44.95374771,-93.24986059
45.45105066,-94.52007249
45.02552759,-92.80720587
45.50174873,-93.58145493
44.98551983,-93.66603997
44.94837754,-93.26264622
46.78940582,-92.10080819
44.99094829,-93.30828182
46.15658567,-93.80321242
44.55473663,-94.22345972
47.39535183,-94.73789024
43.65052286,-93.36490653
43.66807127,-94.4670729
45.65117469,-93.12201265
44.92074328,-93.14463554
44.17333231,-93.24672647
44.82856909,-93.16733417
44.86696128,-93.53972154
45.08113256,-93.33770869
45.07991677,-93.28792175
44.96513721,-93.2871323
45.13790015,-93.49324183
44.96639922,-93.27763709
44.95395469,-93.08903712
44.94876137,-93.04040917
47.05904354,-94.55230897
44.54332372,-92.56607208
46.72168154,-92.45381278
44.98382484,-93.40227155
43.58069677,-93.92805194
44.96476339,-93.28423175
44.76967151,-93.2887301
44.94306511,-93.28684403
44.96271896,-93.277959
44.96269823,-93.25232572
44.94650634,-93.39966976
45.27476022,-93.54774915
47.4919376,-92.4619018
44.97388614,-93.26501463
44.96925961,-93.24726724
45.26220224,-93.01257231
45.19941096,-93.55276076
44.94893951,-93.35053999
45.14037123,-93.46240719
44.96227893,-92.76258663
44.98307916,-93.24224727
44.05965875,-93.18985449
45.03562518,-92.99125279
44.34529167,-93.29333103
44.97749261,-93.04022086
44.77894241,-93.34454047
45.15154058,-92.99596082
45.00806624,-93.45084297
44.97265946,-93.27771245
44.7615199,-93.24803785
46.36289019,-94.18422306
44.18386678,-94.02771816
44.97024669,-93.37085844
44.88504204,-93.64789788
44.85425827,-92.9933564
44.85627811,-92.99437416
45.13763495,-93.45619677
45.03156378,-93.37159897
44.92873293,-93.16570824
46.74309879,-92.22415204
45.06097693,-93.32092983
44.31597326,-94.46161293
44.77253025,-93.28853034
44.79033811,-93.21819227
46.34490338,-94.2338806
44.96665948,-93.02534077
44.89591501,-93.08053134
44.99912659,-93.28391603
45.28050936,-93.54877604
45.55494639,-94.1957952
43.67401868,-92.9823668
46.87549638,-96.74674933
44.47136592,-94.09004474
44.77607956,-93.46943505
45.1307891,-93.63537274
44.86720876,-93.06613149
44.94831344,-93.2702159
45.07911255,-93.10648368
44.71609259,-93.37884707
45.2214978,-93.37784316
46.36205662,-94.84935012
46.8076461,-92.16332681
44.95250261,-93.41068169
44.72748412,-93.17450126
45.07843228,-93.05597725
44.98302714,-93.24227072
44.98015564,-93.07552364
44.16179045,-94.00240431
45.15217004,-93.94712485
43.99508085,-92.48358791
44.0653745,-92.49730155
46.35653385,-94.21897256
44.73194637,-93.21278618
44.9509768,-93.42089762
45.09274713,-93.42865049
45.60805372,-94.45170951
44.85508844,-93.43524966
45.09475462,-93.41124409
44.78316068,-93.28653045
45.54972014,-94.21912304
44.97002502,-93.26693445
45.5601266,-94.16036712
45.16565066,-93.85556926
45.15841759,-93.23497445
45.54959112,-94.20622837
44.79012617,-93.2181118
45.07576356,-93.34292102
44.52965561,-93.59549935
44.17006315,-93.94918725
47.12993276,-94.77365629
45.21121432,-93.37794316
45.41777315,-94.22557142
44.95370785,-93.37268128
45.19769682,-93.35818016
47.02940824,-91.68191248
44.83524977,-93.16713257
45.13056043,-93.12215821
45.05362733,-93.34167708
45.14555262,-93.12917754
44.98367129,-93.24414998
44.97025253,-93.10592937
45.56429312,-94.15333201
44.94259882,-93.34976024
44.94180933,-92.90318457
44.38826185,-93.72672118
44.95686395,-93.25886416
44.64586069,-94.95380923
44.96409322,-93.28554357
44.99215666,-93.23705314
45.13089208,-93.6355623
46.33275884,-94.47450518
44.83658975,-93.40015569
45.11187939,-95.07585403
46.45629378,-94.35681626
44.92638071,-93.43968766
44.2555519,-93.60148763
46.35819455,-94.20675672
46.76741136,-92.12979002
45.01313632,-93.29316541
44.49885426,-93.90532984
47.51749275,-92.5328293
45.54125906,-94.2543919
44.95126004,-93.11876431
44.87604743,-93.25544866
45.0379787,-93.01725291
45.56817587,-94.13422189
45.05030091,-92.98543783
44.88943426,-93.34872761
44.87045486,-92.99973194
44.77803546,-92.8645762
45.54955437,-94.20565757
44.88891214,-93.29339145
45.29469748,-93.8013147
45.1241614,-94.51767617
44.75297344,-93.24603608
44.89040683,-93.27121331
44.99619375,-93.23819766
44.20573529,-93.94944202
44.88984096,-93.28450582
44.73147114,-93.19772271
46.79127137,-92.10236649
45.04999868,-93.24870704
44.60020744,-93.26470481
43.94171488,-92.02755097
45.00615647,-93.31468077
44.7925363,-93.28913844
44.80116464,-93.39797591
45.05488274,-93.40075329
44.91499698,-93.44928304
45.03424443,-92.98495151
45.36905297,-93.75039046
44.97210137,-93.25079469
44.96620126,-93.28831858
45.12950561,-93.29850718
45.08401701,-93.18524214
45.76579879,-94.97468555
45.12010993,-93.3065319
45.09757686,-93.18885048
46.76607417,-92.12249566
45.06882534,-93.27908044
44.86059454,-93.44489463
44.95130616,-93.14484645
45.02562288,-93.04809374
44.94748329,-93.07947507
44.77853089,-92.86457504
44.85138091,-92.99161558
45.06072351,-93.44637709
45.28474954,-93.56231198
44.91389599,-93.50312089
44.03828719,-94.17622854
44.96949284,-93.30484281
44.99144137,-93.24360573
45.06902382,-93.27786458
45.88803837,-94.59690681
44.94604425,-93.24063758
45.03824456,-93.36523462
47.40757163,-92.9406894
44.85106776,-93.15172903
45.27329171,-93.00680003
44.77113353,-93.54081028
44.90155381,-93.07041165
45.50825096,-92.99371345
45.04929394,-93.02698654
44.1078829,-93.22661792
45.6341208,-93.32726624
45.5445355,-94.14246695
44.8656356,-93.41891798
44.99972982,-93.28815211
45.08976676,-93.18663489
45.04762222,-93.30062578
44.98086471,-93.20371613
45.60536692,-94.43914361
44.77038074,-93.27789808
44.44903806,-92.26486881
44.0867294,-93.2259219
44.81501751,-93.60243402
46.35674466,-94.19601733
44.91725519,-92.95751771
44.9118804,-93.28820895
45.13101793,-94.52810792
45.54964802,-94.19842078
44.0548975,-92.4368433
44.29467924,-93.2812289
44.16690877,-93.97915316
44.7337569,-93.28535412
44.72821159,-93.21783783
47.63013814,-90.72733257
45.39106067,-92.85414254
45.39055311,-92.84489602
44.83704199,-93.28863774
46.82387583,-92.09335053
44.31868705,-94.4894644
44.96425323,-93.19760845
43.67030749,-92.96155103
45.1156753,-95.03993462
44.70532547,-93.22329904
46.35890848,-94.19254879
44.60878002,-95.67265982
45.07549487,-93.33065692
47.80533228,-92.27811196
45.028824,-93.34762722
46.85338262,-92.28258854
46.72569304,-92.22281636
44.9498904,-93.00528424
46.21820909,-94.64888996
44.88586992,-93.00332346
44.93230165,-93.34371251
44.45041734,-95.76111769
44.95733306,-93.23475396
45.25225494,-93.40746297
47.41796873,-92.94586807
45.10399069,-93.46237236
44.86711822,-93.03238996
45.55182226,-94.07973288
44.93370239,-93.0839594
44.81909038,-92.92325068
45.02055363,-93.32863014
45.33647197,-93.00145868
45.13230332,-93.47846931
45.81740245,-92.97049218
44.98715891,-93.25531006
45.5452532,-94.1792495
44.72950725,-93.21788279
44.94657262,-93.14648472
46.95113574,-95.04783702
45.00532901,-93.2043937
45.5547512,-94.13444733
45.02546742,-93.01807265
44.99141779,-93.2372378
45.17823767,-93.27606204
44.91676617,-93.28840433
45.02056546,-93.32874568
46.34748448,-94.21230887
44.99176014,-93.12617205
44.86165273,-93.42577251
45.08871431,-95.04244749
44.87114098,-93.08053294
44.9374271,-92.94910622
45.10878077,-93.35652884
45.00054214,-93.21017272
44.72887865,-93.20753579
44.94861367,-92.97649496
45.22922218,-93.30653066
45.34787324,-93.31702599
44.60124161,-92.96911402
43.97745115,-93.50212762
45.11045823,-95.02392831
43.98554249,-92.46245869
44.85834658,-93.53647312
45.01464551,-93.05313478
45.03870453,-93.09271586
45.02797799,-93.10619593
46.5332077,-93.72665941
44.14253875,-92.52761111
46.34531164,-94.2001479
44.87530849,-93.07455202
45.01849915,-93.28299305
44.96684615,-93.2740426
44.99754017,-93.28278245
44.96573063,-93.26222765
48.57245761,-96.93289363
46.81927584,-93.94452141
43.87424277,-93.05382047
44.98040366,-93.24446815
45.06089602,-93.15200534
45.0705256,-93.26324418
45.06831605,-93.18525865
45.07591824,-93.32920721
44.89220218,-93.43098475
44.91072028,-94.3964317
44.30479704,-93.97256051
43.76981289,-91.57052552
44.34696833,-93.29344561
44.81914577,-93.15767599
44.87490714,-94.37548142
44.97635618,-93.28106761
44.97641321,-93.28112158
44.96409019,-93.28675132
44.93902361,-93.27541257
44.8904421,-93.28793983
44.96611135,-93.22680022
44.98643248,-93.24084221
45.005992,-93.30328667
45.14893599,-93.23511721
46.04742545,-92.92979634
44.97059977,-93.87242931
46.0406992,-95.8425842
46.39088479,-92.81576131
45.06882564,-93.27313127
45.0630558,-93.186102
44.95238289,-93.03686964
45.25419994,-92.98796876
46.70474978,-92.44932482
44.04258132,-92.48719123
44.95081491,-93.10642015
46.89379631,-95.52281426
44.8622925,-93.26690173
45.21933591,-93.42676323
45.06430066,-93.21503557
45.13338757,-93.23543018
45.04654093,-93.10842518
44.94905411,-92.99275517
44.96346683,-93.50509209
45.95527293,-94.32312871
44.93463337,-95.29246048
44.04709168,-92.49005872
44.98882758,-93.42390167
46.11514785,-95.3248554
45.30886721,-93.58577176
43.94956991,-94.83820657
44.31399471,-93.27270768
44.96364629,-93.08558534
45.06733967,-93.21870157
45.08323112,-93.01184714
45.02397112,-93.29248894
44.94916528,-95.55811317
44.95227562,-93.13024128
45.13120981,-93.26367736
46.29662764,-96.077872
45.19002493,-93.23732577
44.97210423,-93.02530961
45.54965818,-94.15464615
46.35915271,-94.19769741
44.89089166,-93.70502192
45.54955148,-94.20547092
44.93420771,-93.2091957
45.24336271,-93.49728218
45.54956216,-94.19850883
44.77436659,-93.27450384
44.93598351,-93.38631107
44.8322542,-92.95907901
44.92402404,-93.41132282
44.9529357,-93.13147189
44.929632,-93.02436472
44.95583163,-93.34728789
45.10079228,-93.4513969
45.14633389,-93.29083777
44.85688486,-93.42683309
44.32830712,-94.47508019
44.05805496,-92.52404121
44.10894354,-94.6393099
45.43795342,-94.11115574
45.03534814,-92.90379591
44.07755131,-93.49693738
45.07839431,-93.05605117
45.02579985,-93.29317631
44.94847502,-93.19790313
45.12973303,-93.36456245
44.97966623,-93.07359487
48.02118098,-96.41420495
47.18861027,-93.40898644
44.77367705,-93.50820451
44.78995502,-93.19794802
44.9466826,-93.34774587
43.55697789,-94.49264252
44.74654068,-93.33186776
44.85607064,-93.59604533
44.07417319,-93.50209014
45.01137143,-93.29177305
47.41893728,-92.92466115
45.11067119,-95.06735037
45.82744491,-92.96944722
45.00732976,-93.38014708
44.29832373,-93.27016162
44.75942465,-93.20172791
44.73162759,-93.21257784
46.33982036,-96.12905165
47.41395315,-93.19564016
44.87478245,-93.03988818
45.34859525,-94.35806637
47.05279202,-94.5334223
45.28357124,-96.05010194
45.28264876,-95.99283482
47.37011747,-93.17017694
45.66362657,-94.71371683
45.08073823,-93.18583667
44.08377052,-93.22850818
44.23737646,-92.07936553
45.38296929,-92.7486582
44.96422044,-93.23838739
45.59475252,-94.16864834
44.55825373,-92.52837138
44.74627817,-93.17171517
43.57710898,-92.76904186
44.29428293,-91.97315929
45.59591065,-94.16932656
45.07947541,-93.14754034
44.87500692,-93.06929924
45.05089567,-93.18837424
45.10063381,-93.45590201
43.94510786,-92.46777917
45.59407679,-94.17130708
47.75922661,-94.72122286
44.96433932,-93.49644572
45.03938287,-93.33659198
44.94736246,-93.34779026
44.96598224,-93.25202951
46.69228561,-92.45807643
45.00790269,-93.30990747
44.95645281,-93.24730694
45.60858697,-94.34568668
44.07414039,-93.5073568
45.49397435,-93.53661814
44.29763239,-93.29034451
45.02181683,-93.39041361
45.03284826,-93.36408813
45.56966289,-93.58008231
44.17205207,-93.99810571
46.29666734,-96.07101945
44.96218057,-93.05896401
45.02182421,-93.36030534
45.54981592,-93.59361643
45.10899673,-93.39097302
44.71724482,-93.17684234
45.01107217,-93.25687277
45.07955428,-93.11433925
44.69101986,-93.17708308
45.53663809,-93.22908237
46.76987536,-92.12341236
45.16807448,-93.22995189
44.07701664,-92.46910295
45.10069337,-93.29964836
43.62452976,-95.58000907
44.95947846,-93.37165457
44.86254958,-93.26808581
45.22277646,-93.38224884
46.35816824,-94.19769585
44.4188061,-92.9508244
44.97523135,-93.27185094
47.42401661,-92.93374508
44.97209482,-93.02534859
47.52894105,-95.55918854
45.32316767,-93.56104691
45.26831264,-92.98341934
44.73137162,-92.90427757
44.74295221,-93.27631451
44.96639534,-93.25825888
44.92322847,-93.32895834
45.02817165,-93.03046591
45.13106872,-93.52250953
44.73114593,-93.22284761
45.73126658,-94.95181831
45.55345749,-94.20250344
47.46247526,-92.53806787
44.90712935,-92.97194729
44.8381911,-93.4804021
45.400836,-93.88936366
44.71728398,-93.21761144
44.93963607,-93.10606584
45.0594923,-93.14698439
44.95282982,-93.01518929
44.94420719,-93.26412633
44.06536413,-92.49732807
45.23690746,-93.64663975
44.96549948,-93.22787141
44.00714145,-92.3789259
44.008765,-92.44154435
44.7987187,-93.52520177
44.73836892,-92.87543662
44.86100738,-93.04041972
47.51724568,-92.57033315
44.96128117,-93.25621699
44.97120296,-93.01282403
46.73866213,-92.18408971
44.90112585,-93.17190917
45.01175303,-96.41464831
46.89052172,-96.74635098
44.9483636,-93.23874403
44.43374407,-93.29285484
45.29057035,-93.80328265
46.9669163,-92.21755522
44.98681868,-93.12612753
45.0106414,-93.19003982
44.99353903,-92.96031105
45.03603586,-92.83795605
45.03917124,-92.8025098
46.78953344,-94.68134181
46.66327881,-92.46953365
44.81438234,-92.93530167
45.29200119,-94.93905796
44.97534118,-93.2907267
45.03250992,-93.45267369
45.04344218,-93.52500368
45.0092751,-93.20333332
45.02951024,-93.28819476
46.23267013,-93.79514794
45.00200497,-93.34940984
45.07405204,-93.28638642
45.16783754,-93.23492561
46.85137019,-96.76815309
44.26483877,-94.49194553
44.74598081,-93.21761043
44.94863807,-92.93930561
45.78868206,-93.26600261
45.01853565,-93.28833165
44.9742358,-93.20261889
44.95986494,-93.26912497
43.50001649,-95.69412268
44.38954259,-93.73136138
46.29303913,-96.07783522
44.33784338,-93.67322393
44.8914824,-93.27561447
45.26791772,-92.98354079
44.93725551,-93.03101171
44.96851673,-93.42076545
44.17913386,-94.01362738
43.74668663,-92.55420766
44.83317811,-92.96320623
45.19714336,-93.34025377
44.94938121,-93.44133082
45.06313192,-93.16109861
44.96844383,-93.20233009
44.94458829,-93.07764662
45.01403568,-93.05334912
43.98055629,-94.43219944
45.02379669,-92.95964533
44.96551723,-93.27988739
47.52180397,-95.39847399
44.92715464,-93.46748128
45.44352212,-93.61427537
45.44494153,-93.5935579
46.80704531,-92.07217921
44.59462335,-92.66785106
44.9632084,-93.04833189
44.84457815,-93.24710706
44.94870412,-93.27502955
44.62795997,-92.64208048
46.79646004,-92.10159559
44.80579112,-93.6252799
44.86096377,-93.16294505
45.3121302,-93.66553367
44.7771043,-93.64425663
47.39464782,-92.85689508
44.97478419,-93.08365745
45.55716614,-94.16140507
45.55307944,-94.18431144
46.80574514,-92.07569352
44.81737493,-93.59619411
44.45508981,-93.16431655
45.06197384,-93.05683498
45.11638135,-93.42193155
44.94831403,-93.27287227
44.98635182,-93.12615474
44.32767399,-93.95980827
44.83733818,-93.16143231
44.81529018,-93.60131251
44.8377958,-93.16121934
46.8035967,-96.76771465
45.23068487,-94.00193459
45.56313846,-94.15635586
45.03333678,-93.39561451
44.96652907,-93.26513461
45.05728628,-93.05742176
45.20036356,-93.39461507
45.57577015,-94.14675153
44.96330778,-92.96196632
44.9340832,-93.11590727
44.97761821,-93.20412415
44.9540538,-93.06091904
44.74657716,-93.33347228
44.72611819,-93.36720372
45.19830234,-93.35489792
45.84865811,-95.15067602
45.01502109,-93.27194064
44.81051097,-93.3292163
44.27879604,-93.30361018
44.06028184,-93.27669788
44.86720062,-94.37547747
45.19739403,-93.35785261
45.01625211,-93.28211011
44.05246603,-91.64860084
45.12038587,-95.04915862
44.74464399,-93.65553068
44.92666464,-93.0783849
44.96628055,-93.27151692
46.86034592,-96.75757545
44.97002813,-93.24681196
44.97698343,-93.32963523
44.92664709,-93.07830331
45.2088328,-93.66471715
44.96435107,-93.23044345
45.59088327,-94.16618472
45.05499564,-93.38037196
44.97932765,-93.02526413
44.83209857,-93.16189339
45.01327887,-93.307976
44.97323883,-93.11618241
44.96460532,-93.28648549
44.02801292,-92.47255119
44.89523277,-92.96396768
44.90223532,-93.55102402
44.86248041,-93.45987034
44.15653144,-94.01124575
45.05270493,-93.24769059
45.07591015,-93.3320039
44.97151493,-93.29672015
44.95372758,-93.27653735
44.94451028,-93.23565829
44.71730428,-93.21758813
45.1805774,-93.39188776
44.93233845,-93.25251994
45.08466492,-93.48711852
44.87791666,-93.29795387
44.95199547,-93.26781897
44.9628583,-93.21422686
45.03538955,-93.3419221
44.96579112,-93.26899163
44.97905275,-93.34677371
44.98874525,-93.21894886
45.20527822,-93.38912581
45.17477066,-93.5526062
44.9687871,-93.28165895
44.69012047,-93.2824728
44.88663179,-93.65314237
45.10629916,-93.18837243
44.96903227,-93.34963163
44.78007526,-92.96479608
44.87828797,-93.75461592
45.98219607,-92.9302614
44.96088286,-93.21089162
44.96021007,-93.20364302
46.67026475,-92.22650225
44.01779127,-92.45879735
44.93669235,-93.37708677
45.20496263,-93.39700815
45.14482011,-93.23526184
45.11059252,-95.03162728
43.88588953,-91.33973349
46.65844391,-96.0678003
44.56332074,-92.58506194
44.95335033,-93.08184459
44.94848968,-92.94746272
45.11521083,-95.05084219
43.88587351,-91.3384541
44.05451571,-91.68992491
44.97351229,-95.04369744
44.94837763,-93.24768066
45.54020005,-94.22938436
44.95475927,-93.32925167
45.37781379,-94.72449691
44.52489422,-93.62631631
45.03668868,-92.79377459
44.97101813,-93.29725444
44.30239449,-93.97604858
45.10715559,-93.46402581
45.31117708,-93.55825283
44.98758436,-93.40060628
44.76309625,-94.89801571
44.71917478,-92.84942638
45.05176007,-93.0585452
45.05214137,-93.0581155
44.95180934,-93.16706594
45.7362928,-94.95195282
45.28865857,-93.75647694
46.38548563,-94.25795846
44.75287014,-93.28672105
44.96008135,-93.2010125
45.60714018,-94.19395665
45.0010586,-93.20566764
47.51633629,-95.01326511
45.0873648,-93.37450559
44.86277599,-93.57887249
44.91368758,-93.50285092
44.65833572,-93.67278681
44.12528625,-92.52161068
44.97480733,-93.2026746
44.73148872,-92.85278933
45.03995799,-93.76672225
45.17507738,-93.23517088
45.05882765,-93.30846251
44.96975242,-93.30036157
44.86222512,-93.25468428
46.81847987,-95.84123178
45.13609671,-93.40557838
46.60842651,-93.29337387
46.77919347,-92.32538842
44.99543047,-93.23873158
45.01213442,-93.2454471
44.72018466,-93.28153503
44.9102959,-93.19205057
44.65322843,-93.29519936
44.96467965,-93.28723737
45.00680367,-93.26315816
45.54964075,-94.17250384
45.56108168,-94.15223612
44.84613846,-93.53856414
44.73482285,-92.85245914
44.90318948,-93.40157476
45.23869473,-93.66353626
45.09574243,-93.44910237
44.0304554,-92.4902278
44.95034737,-93.13506225
44.86214849,-93.52921432
46.96711391,-93.27362605
44.06539652,-92.50346284
44.97775377,-93.04320476
45.43342125,-93.09794487
45.5570007,-94.16068642
44.68155089,-93.27819694
45.09433458,-93.44918062
45.00014343,-93.20598664
44.74589564,-93.21761847
44.73018738,-93.28781986
44.96086805,-93.18942975
45.10345356,-95.05291426
44.99176218,-93.06889274
44.9702009,-93.31770396
44.95247457,-93.42110312
45.64896184,-94.20904219
44.88892583,-93.04922461
44.64516854,-93.25447003
44.78376398,-95.35570775
44.77913559,-93.42306603
44.60615146,-95.6635965
44.07659182,-92.50709465
45.47355687,-94.1998905
45.05118285,-93.35521504
44.7681093,-93.12980853
44.00697626,-92.46406393
45.56437331,-94.15042467
45.58713413,-94.24274248
44.06146245,-92.49057895
44.02167807,-92.48598303
45.40403809,-94.24223378
45.04200164,-93.40093211
45.20874727,-93.58107742
45.08514535,-93.05266218
45.02714769,-93.04691279
45.54979735,-94.20512659
45.26052523,-93.0152698
44.73960016,-92.86276188
44.02533347,-92.46285459
44.93755834,-93.38886404
44.94253065,-93.26390325
45.28698732,-93.00275139
45.60843433,-94.25722195
44.97567874,-93.07201849
